Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-June-2012,100.55,100.55,98.00,99.00,99.324945970978697128,6478,121,643427.00,4257,65.71,2.55,-1.55
28-June-2012,98.10,101.90,97.55,101.00,99.961345939933259176,3596,46,359461.00,2900,80.65,4.35,2.90
27-June-2012,97.25,100.25,97.00,98.50,98.215686274509803921,867,26,85153.00,573,66.09,3.25,1.25
26-June-2012,99.50,99.50,98.00,98.30,98.798172757475083056,2408,34,237906.00,2148,89.20,1.50,-1.20
25-June-2012,98.10,102.60,98.10,99.65,99.677954622417880121,2953,55,294349.00,2726,92.31,4.50,1.55
22-June-2012,98.00,102.95,97.00,98.55,97.941370223978919631,6072,80,594700.00,4795,78.97,5.95,0.55
21-June-2012,99.10,100.95,98.50,99.05,99.108247422680412371,582,16,57681.00,554,95.19,2.45,-0.05
20-June-2012,98.85,102.85,98.85,100.30,100.866492146596858638,1146,17,115593.00,846,73.82,4.00,1.45
19-June-2012,98.00,101.60,98.00,100.35,100.318363904701665612,4743,42,475810.00,4042,85.22,3.60,2.35
18-June-2012,100.05,101.55,97.20,98.20,98.427575107296137339,1864,35,183469.00,1707,91.58,4.35,-1.85
15-June-2012,95.00,102.00,95.00,99.15,99.813728549141965678,9615,103,959709.00,8488,88.28,7.00,4.15
14-June-2012,98.05,103.90,98.05,99.55,100.976247377542643437,54815,52,5535013.00,54815,100.00,5.85,1.50
13-June-2012,104.00,104.00,99.20,99.85,100.662216532553035844,5468,44,550421.00,5468,100.00,4.80,-4.15
12-June-2012,102.00,104.35,101.50,101.55,101.846412085606378514,2383,32,242700.00,2383,100.00,2.85,-0.45
11-June-2012,106.30,107.90,103.10,104.55,106.064030131826741996,1062,21,112640.00,1062,100.00,4.80,-1.75
8-June-2012,101.00,107.50,101.00,106.10,104.696848967765302426,2761,47,289068.00,2761,100.00,6.50,5.10
7-June-2012,105.45,105.50,102.30,103.95,104.814631302827164092,3431,45,359619.00,3431,100.00,3.20,-1.50
6-June-2012,97.75,103.60,97.35,101.25,102.235144743524631792,3938,68,402602.00,3938,100.00,6.25,3.50
5-June-2012,98.00,101.00,97.50,98.70,98.935420743639921722,1533,40,151668.00,1533,100.00,3.50,0.70
4-June-2012,99.80,102.00,97.00,98.55,98.512784090909090909,704,26,69353.00,704,100.00,5.00,-1.25
1-June-2012,104.00,104.00,97.50,98.55,100.686510103768432550,3662,38,368714.00,3662,100.00,6.50,-5.45
31-May-2012,98.00,100.00,97.15,100.00,99.553484107579462102,3272,41,325739.00,3272,100.00,2.85,2.00
30-May-2012,100.95,102.80,99.00,99.10,99.770845150311968235,1763,42,175896.00,1763,100.00,3.80,-1.85
29-May-2012,104.50,104.50,100.00,101.30,102.532495903877662479,1831,22,187737.00,1831,100.00,4.50,-3.20
28-May-2012,105.35,105.35,99.70,100.70,100.843260188087774294,4785,64,482535.00,4785,100.00,5.65,-4.65
25-May-2012,100.00,105.90,97.20,103.40,103.138426311407160699,4804,87,495477.00,4804,100.00,8.70,3.40
24-May-2012,99.10,102.00,98.90,101.00,100.602700096432015429,3111,46,312975.00,3111,100.00,3.10,1.90
23-May-2012,100.05,103.95,98.10,99.40,99.578040904198062432,1858,80,185016.00,1858,100.00,5.85,-0.65
22-May-2012,103.80,104.25,100.00,101.85,102.698927847000869313,3451,71,354414.00,3451,100.00,4.25,-1.95
21-May-2012,99.00,106.00,98.15,99.30,101.087528503771268198,5701,98,576300.00,5701,100.00,7.85,0.30
18-May-2012,103.15,105.00,101.40,102.45,103.334112930170397594,2993,62,309279.00,2993,100.00,3.60,-0.70
17-May-2012,104.80,112.80,104.80,105.45,108.192987377279102384,3565,78,385708.00,3565,100.00,8.00,0.65
16-May-2012,112.00,113.00,108.00,108.25,109.133275563258232235,5770,100,629699.00,5770,100.00,5.00,-3.75
15-May-2012,118.00,118.00,113.65,113.65,114.974551687763713080,7584,142,871967.00,7584,100.00,4.35,-4.35
14-May-2012,123.00,124.40,118.35,119.60,120.994019349164467897,5685,93,687851.00,5685,100.00,6.05,-3.40
11-May-2012,124.70,128.25,123.05,124.10,124.450919335705812574,6744,65,839297.00,6744,100.00,5.20,-0.60
10-May-2012,129.00,131.00,122.30,128.95,127.765303133847505613,71701,194,9160900.00,71701,100.00,8.70,-0.05
9-May-2012,124.70,129.95,122.00,126.85,126.713564530289727831,41004,133,5195763.00,41004,100.00,7.95,2.15
8-May-2012,129.85,130.00,124.00,124.70,127.650785074057593287,94386,126,12048447.00,94386,100.00,6.00,-5.15
7-May-2012,120.10,129.00,119.10,128.20,127.006606543624161073,57216,108,7266810.00,57216,100.00,9.90,8.10
4-May-2012,124.00,127.00,121.30,123.60,123.959269089424254797,9796,95,1214305.00,9796,100.00,5.70,-0.40
3-May-2012,132.00,134.70,126.40,126.75,129.040245947456679709,1789,62,230853.00,1789,100.00,8.30,-5.25
2-May-2012,126.00,133.55,126.00,131.40,131.981507993319016941,75438,141,9956421.00,75438,100.00,7.55,5.40
30-April-2012,125.50,131.85,125.50,130.40,129.487302676733013040,2914,51,377326.00,2914,100.00,6.35,4.90
28-April-2012,127.00,128.95,123.20,127.85,127.362185389809699201,1629,19,207473.00,1629,100.00,5.75,0.85
27-April-2012,126.00,126.00,119.70,122.90,123.032745697416356098,23881,153,2938145.00,23881,100.00,6.30,-3.10
26-April-2012,125.00,127.40,122.50,123.15,123.949686227017505229,9083,120,1125835.00,9083,100.00,4.90,-1.85
25-April-2012,132.40,132.40,125.00,126.60,127.667472549612168832,9927,106,1267355.00,9927,100.00,7.40,-5.80
24-April-2012,135.00,135.00,129.00,130.10,130.298606950269622528,13352,81,1739747.00,13352,100.00,6.00,-4.90
23-April-2012,137.00,139.25,131.30,131.75,133.634650658662664665,5997,76,801407.00,5997,100.00,7.95,-5.25
20-April-2012,136.55,140.00,134.00,135.70,135.474338412189254210,4988,138,675746.00,4988,100.00,6.00,-0.85
19-April-2012,137.90,141.25,133.30,136.55,137.124535315985130111,5380,90,737730.00,5380,100.00,7.95,-1.35
18-April-2012,136.50,138.00,134.10,136.80,137.647731251478590016,105675,127,14545924.00,105675,100.00,3.90,0.30
17-April-2012,136.40,136.40,131.10,133.35,133.494933829611248966,9672,136,1291163.00,9672,100.00,5.30,-3.05
16-April-2012,139.00,141.50,133.05,136.05,136.915158439059587517,16631,158,2277036.00,16631,100.00,8.45,-2.95
13-April-2012,145.00,146.85,138.50,139.00,141.551939163498098859,19725,213,2792112.00,19725,100.00,8.35,-6.00
12-April-2012,141.80,145.85,137.55,143.90,143.111107755626787694,231793,862,33172153.00,126290,54.48,8.30,2.10
11-April-2012,135.50,141.85,135.50,140.05,139.341403925017641103,195566,622,27250441.00,143851,73.56,6.35,4.55
10-April-2012,128.50,139.00,128.00,137.75,137.234857697829575204,236820,882,32499959.00,176525,74.54,11.00,9.25
9-April-2012,128.00,135.30,127.00,132.60,132.018559810649521211,138579,557,18295000.00,92076,66.44,8.30,4.60
4-April-2012,127.00,129.60,121.10,129.00,126.948739386022207707,38275,412,4858963.00,30236,79.00,8.50,2.00
3-April-2012,129.90,129.90,118.80,123.95,123.794704811739278807,35164,631,4353117.00,16466,46.83,11.10,-5.95
2-April-2012,117.00,125.05,117.00,125.05,124.241024919048289455,49721,649,6177388.00,29964,60.26,8.05,8.05
30-March-2012,104.30,113.70,104.30,113.70,111.319462179824231953,26626,470,2963992.00,19326,72.58,9.40,9.40
29-March-2012,97.00,103.40,97.00,103.40,101.132097504014012552,20553,376,2078568.00,13325,64.83,6.40,6.40
28-March-2012,90.00,100.20,88.00,94.00,93.921722944906565152,475465,263,44656492.00,462387,97.25,12.20,4.00
27-March-2012,94.95,94.95,89.00,91.75,92.446949079943061606,231127,200,21366986.00,122215,52.88,5.95,-3.20
26-March-2012,97.05,99.60,93.00,93.95,94.876147685094745067,5119,65,485671.00,4490,87.71,6.60,-3.10
23-March-2012,98.25,103.20,98.10,98.50,98.990009990009990009,3003,71,297267.00,2471,82.28,5.10,0.25
22-March-2012,100.00,102.50,97.10,98.25,98.948031649897430887,10237,116,1012931.00,6795,66.38,5.40,-1.75
21-March-2012,103.50,106.80,100.00,101.50,101.930277549472086995,79085,322,8061156.00,56259,71.14,6.80,-2.00
20-March-2012,100.50,109.55,96.60,105.45,106.613601496540734215,202066,520,21542984.00,173970,86.10,12.95,4.95
19-March-2012,108.00,108.00,98.00,99.60,100.868916797488226059,10192,96,1028056.00,8932,87.64,10.00,-8.40
16-March-2012,108.95,108.95,103.20,103.95,105.750298151460942158,6708,91,709373.00,5445,81.17,5.75,-5.00
15-March-2012,109.00,109.00,104.85,105.85,106.264943074003795066,4216,75,448013.00,3036,72.01,4.15,-3.15
14-March-2012,108.55,111.50,106.15,106.95,108.194021511384271546,7159,105,774561.00,5448,76.10,5.35,-1.60
13-March-2012,112.00,112.00,107.10,108.40,108.988119716700936714,4377,84,477041.00,3595,82.13,4.90,-3.60
12-March-2012,112.00,112.00,108.50,108.75,109.684250188394875659,5308,116,582204.00,4067,76.62,3.50,-3.25
9-March-2012,107.05,113.50,106.30,107.75,107.695987349278513540,5059,100,544834.00,4117,81.38,7.20,0.70
7-March-2012,108.00,108.00,104.80,106.20,106.002094240837696335,4775,80,506160.00,3522,73.76,3.20,-1.80
6-March-2012,113.00,113.75,107.80,108.70,110.666893849037314704,5869,95,649504.00,3890,66.28,5.95,-4.30
5-March-2012,110.50,113.45,109.00,112.40,111.718890144747876180,27427,241,3064114.00,20787,75.79,4.45,1.90
3-March-2012,112.80,113.80,107.10,112.85,112.497772889744294748,18185,107,2045772.00,15943,87.67,6.70,0.05
2-March-2012,104.00,108.90,101.10,108.40,108.118853424682362749,110346,179,11930483.00,104179,94.41,7.80,4.40
1-March-2012,109.45,109.45,103.15,103.75,105.088590604026845637,4470,59,469746.00,3281,73.40,6.30,-5.70
29-February-2012,108.30,109.90,107.00,107.70,108.238577123581723397,6522,70,705932.00,6003,92.04,2.90,-0.60
28-February-2012,106.00,109.50,105.80,107.85,108.183514351189274143,113893,197,12321345.00,109386,96.04,3.70,1.85
27-February-2012,115.90,115.90,105.10,105.75,106.398507875103619784,18095,119,1925281.00,18095,100.00,10.80,-10.15
24-February-2012,114.00,116.25,108.30,110.60,114.552959667536895945,112614,142,12900267.00,112614,100.00,7.95,-3.40
23-February-2012,112.50,115.00,110.00,113.25,112.439096668710402615,9786,100,1100329.00,9786,100.00,5.00,0.75
22-February-2012,117.00,117.35,112.00,112.45,113.434817306047996351,17543,119,1989987.00,17543,100.00,5.35,-4.55
21-February-2012,118.00,118.00,113.05,115.75,117.195762453276375009,157308,206,18435831.00,157308,100.00,4.95,-2.25
17-February-2012,115.00,117.00,112.00,115.35,115.114583958245845581,16669,125,1918845.00,16669,100.00,5.00,0.35
16-February-2012,114.00,116.95,112.75,115.40,115.045744792211870616,19106,168,2198064.00,19106,100.00,4.20,1.40
15-February-2012,113.00,117.05,111.00,115.95,115.170671326634629386,27468,241,3163508.00,27468,100.00,6.05,2.95
14-February-2012,111.85,114.85,105.00,111.50,110.541391735691890121,21369,183,2362159.00,21369,100.00,9.85,-0.35
13-February-2012,110.00,114.70,108.05,109.40,110.013884591584158415,25856,186,2844519.00,25856,100.00,6.65,-0.60
10-February-2012,110.00,114.05,105.30,113.65,112.089683579853959932,21364,228,2394684.00,21364,100.00,8.75,3.65
9-February-2012,112.75,112.75,103.70,108.65,109.252446609542864599,68973,140,7535469.00,68973,100.00,9.05,-4.10
8-February-2012,113.80,113.80,105.10,108.95,109.009876619180948278,32501,270,3542930.00,32501,100.00,8.70,-4.85
7-February-2012,106.40,110.80,105.00,109.00,108.921370896653855646,28361,261,3089119.00,28361,100.00,5.80,2.60
6-February-2012,105.95,107.10,103.35,105.55,105.640279244144707073,46411,234,4902871.00,46411,100.00,3.75,-0.40
3-February-2012,102.90,103.95,96.65,102.00,102.183872396987151085,11285,97,1153145.00,11285,100.00,7.30,-0.90
2-February-2012,103.25,103.25,99.00,99.95,101.313003761418592154,7444,116,754174.00,7444,100.00,4.25,-3.30
1-February-2012,101.25,104.50,100.15,103.25,102.907800600046157396,8666,117,891799.00,8666,100.00,4.35,2.00
31-January-2012,101.90,103.70,99.10,103.00,101.927054068707181231,20289,162,2067998.00,20289,100.00,4.60,1.10
30-January-2012,100.90,103.35,96.00,101.90,100.891255892132860744,27367,189,2761091.00,27367,100.00,7.35,1.00
27-January-2012,95.00,101.10,95.00,100.90,100.195118466970061835,49001,252,4909661.00,49001,100.00,6.10,5.90
25-January-2012,99.00,100.00,95.55,96.30,96.876920279974547768,11001,127,1065743.00,11001,100.00,4.45,-2.70
24-January-2012,98.00,98.90,93.15,98.10,97.568987182709223422,23874,247,2329362.00,23874,100.00,5.75,0.10
23-January-2012,96.00,97.00,90.00,94.60,92.962068108376833209,40230,170,3739864.00,40230,100.00,7.00,-1.40
20-January-2012,87.95,94.10,87.25,92.50,91.512508229098090849,24304,212,2224120.00,24304,100.00,6.85,4.55
19-January-2012,86.00,89.65,85.00,89.65,88.167120430194915139,73827,187,6509114.00,73827,100.00,4.65,3.65
18-January-2012,88.00,88.00,82.05,85.40,85.387961476725521669,6230,96,531967.00,6230,100.00,5.95,-2.60
17-January-2012,83.00,85.90,83.00,85.65,85.050537146315630201,6609,96,562099.00,6609,100.00,2.90,2.65
16-January-2012,78.00,82.20,78.00,82.20,81.383858430496981724,12093,139,984175.00,12093,100.00,4.20,4.20
13-January-2012,76.00,78.50,73.00,78.30,76.363014922705745688,89528,134,6836628.00,89528,100.00,5.50,2.30
12-January-2012,75.00,75.80,72.00,75.00,74.966888175985334555,139648,91,10468976.00,139648,100.00,3.80,0.00
11-January-2012,72.00,74.00,72.00,73.00,72.999894984457699739,47612,96,3475671.00,47612,100.00,2.00,1.00
10-January-2012,70.05,71.90,67.50,71.50,71.228628952406099412,242384,175,17264680.00,242384,100.00,4.40,1.45
9-January-2012,70.00,71.00,66.10,69.95,69.952071666978925966,144111,119,10080863.00,144111,100.00,4.90,-0.05
7-January-2012,67.20,70.75,67.00,69.25,69.047131147540983606,488,16,33695.00,488,100.00,3.75,2.05
6-January-2012,69.20,69.20,65.05,68.30,67.905175734232065479,83080,86,5641562.00,83080,100.00,4.15,-0.90
5-January-2012,68.80,69.00,67.00,67.50,68.240802675585284280,897,23,61212.00,897,100.00,2.00,-1.30
4-January-2012,67.20,70.00,66.00,67.80,67.905045351473922902,3528,44,239569.00,3528,100.00,4.00,0.60
3-January-2012,70.00,70.00,67.30,68.25,68.154052907058989956,7069,69,481781.00,7069,100.00,2.70,-1.75
2-January-2012,68.00,71.20,68.00,68.15,68.669379450661241098,1966,29,135004.00,1966,100.00,3.20,0.15
